ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
SWAHILI-35-1,http://asjp.clld.org/languages/SWAHILI,35,SWAHILI,kia,,
ZULU-35-1,http://asjp.clld.org/languages/ZULU,35,ZULU,sila,,
BENG-35-1,http://asjp.clld.org/languages/BENG,35,BENG,piniN,,
TURKANA-35-1,http://asjp.clld.org/languages/TURKANA,35,TURKANA,kosim,,
KANURI-35-1,http://asjp.clld.org/languages/KANURI,35,KANURI,Nawure,,
SOMALI-35-1,http://asjp.clld.org/languages/SOMALI,35,SOMALI,dabo,,
W_OROMO-35-1,http://asjp.clld.org/languages/W_OROMO,35,W_OROMO,ege,,
AMHARIC-35-1,http://asjp.clld.org/languages/AMHARIC,35,AMHARIC,j3rat,,
TIGRE-35-1,http://asjp.clld.org/languages/TIGRE,35,TIGRE,danab,,
IRAQW-35-1,http://asjp.clld.org/languages/IRAQW,35,IRAQW,Xayso,,
HAUSA-35-1,http://asjp.clld.org/languages/HAUSA,35,HAUSA,"wus""iya",,
HAUSA-35-2,http://asjp.clld.org/languages/HAUSA,35,HAUSA,jela,,
NGIZIM-35-1,http://asjp.clld.org/languages/NGIZIM,35,NGIZIM,kut3r,,
BASQUE-35-1,http://asjp.clld.org/languages/BASQUE,35,BASQUE,buztan,,
BASQUE-35-2,http://asjp.clld.org/languages/BASQUE,35,BASQUE,isac,,
LATVIAN-35-1,http://asjp.clld.org/languages/LATVIAN,35,LATVIAN,aste,,
LITHUANIAN-35-1,http://asjp.clld.org/languages/LITHUANIAN,35,LITHUANIAN,uodega,,
LITHUANIAN-35-2,http://asjp.clld.org/languages/LITHUANIAN,35,LITHUANIAN,eile,,
ENGLISH-35-1,http://asjp.clld.org/languages/ENGLISH,35,ENGLISH,tel,,
HINDI-35-1,http://asjp.clld.org/languages/HINDI,35,HINDI,pu*S,,
HINDI-35-2,http://asjp.clld.org/languages/HINDI,35,HINDI,dum,,
NEPALI-35-1,http://asjp.clld.org/languages/NEPALI,35,NEPALI,puCCar,,
PERSIAN-35-1,http://asjp.clld.org/languages/PERSIAN,35,PERSIAN,dom,,
FRENCH-35-1,http://asjp.clld.org/languages/FRENCH,35,FRENCH,ke,,
SPANISH-35-1,http://asjp.clld.org/languages/SPANISH,35,SPANISH,kola,,
SPANISH-35-2,http://asjp.clld.org/languages/SPANISH,35,SPANISH,rabo,,
