ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
GWI-86-1,http://asjp.clld.org/languages/GWI,86,GWI,!abi,,
GXANA-86-1,http://asjp.clld.org/languages/GXANA,86,GXANA,!abi,,
KHOEKHOEGOWAB-86-1,http://asjp.clld.org/languages/KHOEKHOEGOWAB,86,KHOEKHOEGOWAB,!hommis,,
KHOEKHOEGOWAB-86-2,http://asjp.clld.org/languages/KHOEKHOEGOWAB,86,KHOEKHOEGOWAB,N!ob,,
KHOEKHOEGOWAB-86-3,http://asjp.clld.org/languages/KHOEKHOEGOWAB,86,KHOEKHOEGOWAB,!uib,,
KHOEKHOEGOWAB-86-4,http://asjp.clld.org/languages/KHOEKHOEGOWAB,86,KHOEKHOEGOWAB,!uis,,
KORANA-86-1,http://asjp.clld.org/languages/KORANA,86,KORANA,!are,,
KXOE-86-1,http://asjp.clld.org/languages/KXOE,86,KXOE,!uu!Em,,
MASARWA_TATI-86-1,http://asjp.clld.org/languages/MASARWA_TATI,86,MASARWA_TATI,!goa,,
NAMA-86-1,http://asjp.clld.org/languages/NAMA,86,NAMA,!h~om,,
NAMA-86-2,http://asjp.clld.org/languages/NAMA,86,NAMA,!ui,,
NAMA_2-86-1,http://asjp.clld.org/languages/NAMA_2,86,NAMA_2,!homi,,
NAMA_2-86-2,http://asjp.clld.org/languages/NAMA_2,86,NAMA_2,!uib,,
NARO-86-1,http://asjp.clld.org/languages/NARO,86,NARO,!api,,
NARON-86-1,http://asjp.clld.org/languages/NARON,86,NARON,!nauSa,,
NARON-86-2,http://asjp.clld.org/languages/NARON,86,NARON,!gabiSa,,
HOAN-86-1,http://asjp.clld.org/languages/HOAN,86,HOAN,!h~u,,
JUHOAN-86-1,http://asjp.clld.org/languages/JUHOAN,86,JUHOAN,!N~om,,
JUHOAN-86-2,http://asjp.clld.org/languages/JUHOAN,86,JUHOAN,!x~uni,,
KAUEN-86-1,http://asjp.clld.org/languages/KAUEN,86,KAUEN,!num,,
KAUEN-86-2,http://asjp.clld.org/languages/KAUEN,86,KAUEN,!no,,
KUNG-86-1,http://asjp.clld.org/languages/KUNG,86,KUNG,!num,,
