ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
SWAHILI-89-1,http://asjp.clld.org/languages/SWAHILI,89,SWAHILI,ma5j~ano,,
ZULU-89-1,http://asjp.clld.org/languages/ZULU,89,ZULU,liph~uzi,,
ZULU-89-2,http://asjp.clld.org/languages/ZULU,89,ZULU,n!~omb~o,,
BENG-89-1,http://asjp.clld.org/languages/BENG,89,BENG,tale,,
TURKANA-89-1,http://asjp.clld.org/languages/TURKANA,89,TURKANA,lonyaN,,
KANURI-89-1,http://asjp.clld.org/languages/KANURI,89,KANURI,Casa,,
KANURI-89-2,http://asjp.clld.org/languages/KANURI,89,KANURI,kurnum,,
SOMALI-89-1,http://asjp.clld.org/languages/SOMALI,89,SOMALI,Xawlan,,
AMHARIC-89-1,http://asjp.clld.org/languages/AMHARIC,89,AMHARIC,"b3C""a",,
TIGRE-89-1,http://asjp.clld.org/languages/TIGRE,89,TIGRE,kurkum,,
IRAQW-89-1,http://asjp.clld.org/languages/IRAQW,89,IRAQW,"t""eXat",,
HAUSA-89-1,http://asjp.clld.org/languages/HAUSA,89,HAUSA,rawaya,,
NGIZIM-89-1,http://asjp.clld.org/languages/NGIZIM,89,NGIZIM,awaya,,
BASQUE-89-1,http://asjp.clld.org/languages/BASQUE,89,BASQUE,hori,,
LATVIAN-89-1,http://asjp.clld.org/languages/LATVIAN,89,LATVIAN,celtens,,
LITHUANIAN-89-1,http://asjp.clld.org/languages/LITHUANIAN,89,LITHUANIAN,geltonas,,
ENGLISH-89-1,http://asjp.clld.org/languages/ENGLISH,89,ENGLISH,yelo,,
HINDI-89-1,http://asjp.clld.org/languages/HINDI,89,HINDI,pila,,
NEPALI-89-1,http://asjp.clld.org/languages/NEPALI,89,NEPALI,pahe*lo,,
PERSIAN-89-1,http://asjp.clld.org/languages/PERSIAN,89,PERSIAN,zard,,
FRENCH-89-1,http://asjp.clld.org/languages/FRENCH,89,FRENCH,jon,,
SPANISH-89-1,http://asjp.clld.org/languages/SPANISH,89,SPANISH,amariyo,,
RUSSIAN-89-1,http://asjp.clld.org/languages/RUSSIAN,89,RUSSIAN,Zolt,,
SERBOCROATIAN-89-1,http://asjp.clld.org/languages/SERBOCROATIAN,89,SERBOCROATIAN,Zuti,,
ESTONIAN-89-1,http://asjp.clld.org/languages/ESTONIAN,89,ESTONIAN,kollane,,
FINNISH-89-1,http://asjp.clld.org/languages/FINNISH,89,FINNISH,keltainen,,
HUNGARIAN-89-1,http://asjp.clld.org/languages/HUNGARIAN,89,HUNGARIAN,sarga,,
TURKISH-89-1,http://asjp.clld.org/languages/TURKISH,89,TURKISH,sar3,,
ALUTOR-89-1,http://asjp.clld.org/languages/ALUTOR,89,ALUTOR,n3qrarr3,,
CHUKCHEE-89-1,http://asjp.clld.org/languages/CHUKCHEE,89,CHUKCHEE,n3seLLo,,
KORYAK-89-1,http://asjp.clld.org/languages/KORYAK,89,KORYAK,nutelx3ya,,
N_ITELMEN-89-1,http://asjp.clld.org/languages/N_ITELMEN,89,N_ITELMEN,pL,,
JAPANESE-89-1,http://asjp.clld.org/languages/JAPANESE,89,JAPANESE,kiro,,
KOREAN-89-1,http://asjp.clld.org/languages/KOREAN,89,KOREAN,nurun,,
TELUGU-89-1,http://asjp.clld.org/languages/TELUGU,89,TELUGU,pasupupaCCa,,
KANNADA-89-1,http://asjp.clld.org/languages/KANNADA,89,KANNADA,haladi,,
KANNADA-89-2,http://asjp.clld.org/languages/KANNADA,89,KANNADA,ariCina,,
TAMIL-89-1,http://asjp.clld.org/languages/TAMIL,89,TAMIL,ma5kal,,
LAHU-89-1,http://asjp.clld.org/languages/LAHU,89,LAHU,si,,
CANTONESE-89-1,http://asjp.clld.org/languages/CANTONESE,89,CANTONESE,woN sik,,
MANDARIN-89-1,http://asjp.clld.org/languages/MANDARIN,89,MANDARIN,hw~aN,,
NUNG-89-1,http://asjp.clld.org/languages/NUNG,89,NUNG,C3N,,
SEMAI-89-1,http://asjp.clld.org/languages/SEMAI,89,SEMAI,ph~ok,,
