ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
SWAHILI-99-1,http://asjp.clld.org/languages/SWAHILI,99,SWAHILI,kavu,,
ZULU-99-1,http://asjp.clld.org/languages/ZULU,99,ZULU,omile,,
ZULU-99-2,http://asjp.clld.org/languages/ZULU,99,ZULU,Sile,,
BENG-99-1,http://asjp.clld.org/languages/BENG,99,BENG,jreN,,
BENG-99-2,http://asjp.clld.org/languages/BENG,99,BENG,kiklike,,
BAMBARA-99-1,http://asjp.clld.org/languages/BAMBARA,99,BAMBARA,ja,,
BAMBARA-99-2,http://asjp.clld.org/languages/BAMBARA,99,BAMBARA,koskos,,
KANURI-99-1,http://asjp.clld.org/languages/KANURI,99,KANURI,Namd3,,
SOMALI-99-1,http://asjp.clld.org/languages/SOMALI,99,SOMALI,qalalan,,
SOMALI-99-2,http://asjp.clld.org/languages/SOMALI,99,SOMALI,engegen,,
W_OROMO-99-1,http://asjp.clld.org/languages/W_OROMO,99,W_OROMO,"k""ora",,
W_OROMO-99-2,http://asjp.clld.org/languages/W_OROMO,99,W_OROMO,abarara,,
MOCHA-99-1,http://asjp.clld.org/languages/MOCHA,99,MOCHA,Suki,,
AMHARIC-99-1,http://asjp.clld.org/languages/AMHARIC,99,AMHARIC,"d3r3k""",,
TIGRE-99-1,http://asjp.clld.org/languages/TIGRE,99,TIGRE,yabis,,
IRAQW-99-1,http://asjp.clld.org/languages/IRAQW,99,IRAQW,kahar,,
NGIZIM-99-1,http://asjp.clld.org/languages/NGIZIM,99,NGIZIM,"gaud""ak",,
BASQUE-99-1,http://asjp.clld.org/languages/BASQUE,99,BASQUE,lehor,,
BASQUE-99-2,http://asjp.clld.org/languages/BASQUE,99,BASQUE,ihar,,
LATVIAN-99-1,http://asjp.clld.org/languages/LATVIAN,99,LATVIAN,sauss,,
LITHUANIAN-99-1,http://asjp.clld.org/languages/LITHUANIAN,99,LITHUANIAN,sausas,,
ENGLISH-99-1,http://asjp.clld.org/languages/ENGLISH,99,ENGLISH,drEi,,
HINDI-99-1,http://asjp.clld.org/languages/HINDI,99,HINDI,suka,,
NEPALI-99-1,http://asjp.clld.org/languages/NEPALI,99,NEPALI,sukeko,,
PERSIAN-99-1,http://asjp.clld.org/languages/PERSIAN,99,PERSIAN,xoSk,,
FRENCH-99-1,http://asjp.clld.org/languages/FRENCH,99,FRENCH,s3k,,
SPANISH-99-1,http://asjp.clld.org/languages/SPANISH,99,SPANISH,seko,,
RUSSIAN-99-1,http://asjp.clld.org/languages/RUSSIAN,99,RUSSIAN,suxo,,
SERBOCROATIAN-99-1,http://asjp.clld.org/languages/SERBOCROATIAN,99,SERBOCROATIAN,suv,,
SERBOCROATIAN-99-2,http://asjp.clld.org/languages/SERBOCROATIAN,99,SERBOCROATIAN,suh,,
ESTONIAN-99-1,http://asjp.clld.org/languages/ESTONIAN,99,ESTONIAN,kuiv,,
FINNISH-99-1,http://asjp.clld.org/languages/FINNISH,99,FINNISH,kuiva,,
HUNGARIAN-99-1,http://asjp.clld.org/languages/HUNGARIAN,99,HUNGARIAN,saraz,,
TURKISH-99-1,http://asjp.clld.org/languages/TURKISH,99,TURKISH,kuru,,
TURKISH-99-2,http://asjp.clld.org/languages/TURKISH,99,TURKISH,kurak,,
JAPANESE-99-1,http://asjp.clld.org/languages/JAPANESE,99,JAPANESE,kawaita,,
KOREAN-99-1,http://asjp.clld.org/languages/KOREAN,99,KOREAN,marun,,
TELUGU-99-1,http://asjp.clld.org/languages/TELUGU,99,TELUGU,endina,,
KANNADA-99-1,http://asjp.clld.org/languages/KANNADA,99,KANNADA,battida,,
KANNADA-99-2,http://asjp.clld.org/languages/KANNADA,99,KANNADA,katte,,
TAMIL-99-1,http://asjp.clld.org/languages/TAMIL,99,TAMIL,ularnta,,
LAHU-99-1,http://asjp.clld.org/languages/LAHU,99,LAHU,ii,,
CANTONESE-99-1,http://asjp.clld.org/languages/CANTONESE,99,CANTONESE,gon,,
MANDARIN-99-1,http://asjp.clld.org/languages/MANDARIN,99,MANDARIN,gan caw,,
TARAON-99-1,http://asjp.clld.org/languages/TARAON,99,TARAON,Syo* ga,,
NUNG-99-1,http://asjp.clld.org/languages/NUNG,99,NUNG,kh~ah,,
NUNG-99-2,http://asjp.clld.org/languages/NUNG,99,NUNG,leN,,
SEMAI-99-1,http://asjp.clld.org/languages/SEMAI,99,SEMAI,hoC,,
BAHNAR-99-1,http://asjp.clld.org/languages/BAHNAR,99,BAHNAR,hreN,,
CHRAU-99-1,http://asjp.clld.org/languages/CHRAU,99,CHRAU,sah,,
CHRAU-99-2,http://asjp.clld.org/languages/CHRAU,99,CHRAU,ra5,,
JEH-99-1,http://asjp.clld.org/languages/JEH,99,JEH,raN,,
SEDANG-99-1,http://asjp.clld.org/languages/SEDANG,99,SEDANG,koCoh,,
KUI_THAILAND-99-1,http://asjp.clld.org/languages/KUI_THAILAND,99,KUI_THAILAND,s7at,,
KHASI-99-1,http://asjp.clld.org/languages/KHASI,99,KHASI,rikh~iaN,,
KHMER-99-1,http://asjp.clld.org/languages/KHMER,99,KHMER,sNu3t,,
MON-99-1,http://asjp.clld.org/languages/MON,99,MON,s3mkah,,
NYAKUR-99-1,http://asjp.clld.org/languages/NYAKUR,99,NYAKUR,C3kas,,
MUNDARI-99-1,http://asjp.clld.org/languages/MUNDARI,99,MUNDARI,roro,,
KHMU-99-1,http://asjp.clld.org/languages/KHMU,99,KHMU,ras,,
WA-99-1,http://asjp.clld.org/languages/WA,99,WA,kroh,,
RUC-99-1,http://asjp.clld.org/languages/RUC,99,RUC,kh~o,,
VIETNAMESE-99-1,http://asjp.clld.org/languages/VIETNAMESE,99,VIETNAMESE,kx~o,,
SEDIQ-99-1,http://asjp.clld.org/languages/SEDIQ,99,SEDIQ,m3d3Nu7,,
BALI-99-1,http://asjp.clld.org/languages/BALI,99,BALI,tuh,,
GAURA_NGGAURA-99-1,http://asjp.clld.org/languages/GAURA_NGGAURA,99,GAURA_NGGAURA,marokota,,
SIKA-99-1,http://asjp.clld.org/languages/SIKA,99,SIKA,dur,,
SOBOYO-99-1,http://asjp.clld.org/languages/SOBOYO,99,SOBOYO,pidi,,
SOBOYO-99-2,http://asjp.clld.org/languages/SOBOYO,99,SOBOYO,moyoN,,
YAMDENA-99-1,http://asjp.clld.org/languages/YAMDENA,99,YAMDENA,Nretu,,
CHAMORRO-99-1,http://asjp.clld.org/languages/CHAMORRO,99,CHAMORRO,aNglo7,,
CHAMORRO-99-2,http://asjp.clld.org/languages/CHAMORRO,99,CHAMORRO,tala7,,
CHAM_EASTERN-99-1,http://asjp.clld.org/languages/CHAM_EASTERN,99,CHAM_EASTERN,th~u,,
INDONESIAN-99-1,http://asjp.clld.org/languages/INDONESIAN,99,INDONESIAN,keriN,,
HANUNOO-99-1,http://asjp.clld.org/languages/HANUNOO,99,HANUNOO,uga,,
HANUNOO-99-2,http://asjp.clld.org/languages/HANUNOO,99,HANUNOO,gaNu,,
TAGALOG-99-1,http://asjp.clld.org/languages/TAGALOG,99,TAGALOG,tuyo,,
IMOROD-99-1,http://asjp.clld.org/languages/IMOROD,99,IMOROD,akjit,,
KAPAMPANGAN-99-1,http://asjp.clld.org/languages/KAPAMPANGAN,99,KAPAMPANGAN,maliNi7,,
BANONI-99-1,http://asjp.clld.org/languages/BANONI,99,BANONI,vikomakareva,,
CAROLINIAN-99-1,http://asjp.clld.org/languages/CAROLINIAN,99,CAROLINIAN,pel,,
CAROLINIAN-99-2,http://asjp.clld.org/languages/CAROLINIAN,99,CAROLINIAN,pw~as,,
FIJIAN-99-1,http://asjp.clld.org/languages/FIJIAN,99,FIJIAN,di,,
FIJIAN-99-2,http://asjp.clld.org/languages/FIJIAN,99,FIJIAN,ma8a,,
FIJIAN_2-99-1,http://asjp.clld.org/languages/FIJIAN_2,99,FIJIAN_2,mama8a,,
FUTUNA_EAST-99-1,http://asjp.clld.org/languages/FUTUNA_EAST,99,FUTUNA_EAST,malo,,
GAPAPAIWA-99-1,http://asjp.clld.org/languages/GAPAPAIWA,99,GAPAPAIWA,kanakana,,
HAWAIIAN-99-1,http://asjp.clld.org/languages/HAWAIIAN,99,HAWAIIAN,malo7o,,
HAWAIIAN_3-99-1,http://asjp.clld.org/languages/HAWAIIAN_3,99,HAWAIIAN_3,malo7o,,
KAIRIRU-99-1,http://asjp.clld.org/languages/KAIRIRU,99,KAIRIRU,maraN,,
KAPINGAMARANGI-99-1,http://asjp.clld.org/languages/KAPINGAMARANGI,99,KAPINGAMARANGI,maNo,,
KAULONG-99-1,http://asjp.clld.org/languages/KAULONG,99,KAULONG,malwol,,
KILIVILA-99-1,http://asjp.clld.org/languages/KILIVILA,99,KILIVILA,lubulabu,,
KOKOTA-99-1,http://asjp.clld.org/languages/KOKOTA,99,KOKOTA,kraNo,,
KUSAIE-99-1,http://asjp.clld.org/languages/KUSAIE,99,KUSAIE,pEo,,
LOU-99-1,http://asjp.clld.org/languages/LOU,99,LOU,posa,,
MAORI-99-1,http://asjp.clld.org/languages/MAORI,99,MAORI,maroke,,
MAORI-99-2,http://asjp.clld.org/languages/MAORI,99,MAORI,mimiti,,
MARQUESAN_NUKUHIVA-99-1,http://asjp.clld.org/languages/MARQUESAN_NUKUHIVA,99,MARQUESAN_NUKUHIVA,mo7o,,
NALIK-99-1,http://asjp.clld.org/languages/NALIK,99,NALIK,magala,,
NUKUORO-99-1,http://asjp.clld.org/languages/NUKUORO,99,NUKUORO,mmasa,,
PILENI-99-1,http://asjp.clld.org/languages/PILENI,99,PILENI,maNou,,
RAROTONGAN_2-99-1,http://asjp.clld.org/languages/RAROTONGAN_2,99,RAROTONGAN_2,maro,,
RENNELLESE-99-1,http://asjp.clld.org/languages/RENNELLESE,99,RENNELLESE,mamala,,
ROTUMAN_2-99-1,http://asjp.clld.org/languages/ROTUMAN_2,99,ROTUMAN_2,mamasa,,
ROVIANA-99-1,http://asjp.clld.org/languages/ROVIANA,99,ROVIANA,popa,,
SAMOAN-99-1,http://asjp.clld.org/languages/SAMOAN,99,SAMOAN,maNo,,
SAMOAN-99-2,http://asjp.clld.org/languages/SAMOAN,99,SAMOAN,matutu,,
SAMOAN_2-99-1,http://asjp.clld.org/languages/SAMOAN_2,99,SAMOAN_2,mago,,
SIAR-99-1,http://asjp.clld.org/languages/SIAR,99,SIAR,seNseN,,
SIAR-99-2,http://asjp.clld.org/languages/SIAR,99,SIAR,masmas,,
SISIQA-99-1,http://asjp.clld.org/languages/SISIQA,99,SISIQA,keiva,,
SUDEST-99-1,http://asjp.clld.org/languages/SUDEST,99,SUDEST,mom3ai,,
SUDEST-99-2,http://asjp.clld.org/languages/SUDEST,99,SUDEST,m3a,,
TAHITIAN_2-99-1,http://asjp.clld.org/languages/TAHITIAN_2,99,TAHITIAN_2,maro,,
TAIOF-99-1,http://asjp.clld.org/languages/TAIOF,99,TAIOF,parak,,
TAKIA-99-1,http://asjp.clld.org/languages/TAKIA,99,TAKIA,gos,,
TAKUU_MORTLOCK-99-1,http://asjp.clld.org/languages/TAKUU_MORTLOCK,99,TAKUU_MORTLOCK,pakupaku,,
TONGAN_2-99-1,http://asjp.clld.org/languages/TONGAN_2,99,TONGAN_2,matu7u,,
TUNGAK-99-1,http://asjp.clld.org/languages/TUNGAK,99,TUNGAK,galgal,,
TUNGAK-99-2,http://asjp.clld.org/languages/TUNGAK,99,TUNGAK,kolo,,
VITU-99-1,http://asjp.clld.org/languages/VITU,99,VITU,koNa,,
WALLISIAN_EAST_UVEAN-99-1,http://asjp.clld.org/languages/WALLISIAN_EAST_UVEAN,99,WALLISIAN_EAST_UVEAN,moamoa,,
YABEM-99-1,http://asjp.clld.org/languages/YABEM,99,YABEM,mase,,
C_AMIS-99-1,http://asjp.clld.org/languages/C_AMIS,99,C_AMIS,maicaN,,
FAVORLANG-99-1,http://asjp.clld.org/languages/FAVORLANG,99,FAVORLANG,maCa,,
BULI-99-1,http://asjp.clld.org/languages/BULI,99,BULI,las,,
BULI-99-2,http://asjp.clld.org/languages/BULI,99,BULI,maN,,
GIMAN-99-1,http://asjp.clld.org/languages/GIMAN,99,GIMAN,gamos,,
GIMAN-99-2,http://asjp.clld.org/languages/GIMAN,99,GIMAN,aweik,,
SUNDANESE-99-1,http://asjp.clld.org/languages/SUNDANESE,99,SUNDANESE,gariN,,
YAPESE-99-1,http://asjp.clld.org/languages/YAPESE,99,YAPESE,"malik""",,
NASIOI-99-1,http://asjp.clld.org/languages/NASIOI,99,NASIOI,tempan,,
TOARIPI-99-1,http://asjp.clld.org/languages/TOARIPI,99,TOARIPI,arara,,
AUYANA-99-1,http://asjp.clld.org/languages/AUYANA,99,AUYANA,kasaqnagw~i,,
AWA-99-1,http://asjp.clld.org/languages/AWA,99,AWA,totoragoye,,
GADSUP-99-1,http://asjp.clld.org/languages/GADSUP,99,GADSUP,kasagukel,,
GADSUP-99-2,http://asjp.clld.org/languages/GADSUP,99,GADSUP,oyama,,
N_TAIRORA-99-1,http://asjp.clld.org/languages/N_TAIRORA,99,N_TAIRORA,ahara,,
YAGARIA-99-1,http://asjp.clld.org/languages/YAGARIA,99,YAGARIA,apuva7ago7,,
YAGARIA-99-2,http://asjp.clld.org/languages/YAGARIA,99,YAGARIA,hou,,
