ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
SWAHILI-71-1,http://asjp.clld.org/languages/SWAHILI,71,SWAHILI,sema,,
ZULU-71-1,http://asjp.clld.org/languages/ZULU,71,ZULU,th~i,,
ZULU-71-2,http://asjp.clld.org/languages/ZULU,71,ZULU,So,,
BENG-71-1,http://asjp.clld.org/languages/BENG,71,BENG,pe,,
BENG-71-2,http://asjp.clld.org/languages/BENG,71,BENG,sa*,,
BAMBARA-71-1,http://asjp.clld.org/languages/BAMBARA,71,BAMBARA,fo,,
BAMBARA-71-2,http://asjp.clld.org/languages/BAMBARA,71,BAMBARA,ko,,
TURKANA-71-1,http://asjp.clld.org/languages/TURKANA,71,TURKANA,abala,,
TURKANA-71-2,http://asjp.clld.org/languages/TURKANA,71,TURKANA,alimun,,
KANURI-71-1,http://asjp.clld.org/languages/KANURI,71,KANURI,n3,,
KANURI-71-2,http://asjp.clld.org/languages/KANURI,71,KANURI,gulta,,
SOMALI-71-1,http://asjp.clld.org/languages/SOMALI,71,SOMALI,The,,
W_OROMO-71-1,http://asjp.clld.org/languages/W_OROMO,71,W_OROMO,"jed""a",,
MOCHA-71-1,http://asjp.clld.org/languages/MOCHA,71,MOCHA,hati,,
AMHARIC-71-1,http://asjp.clld.org/languages/AMHARIC,71,AMHARIC,al3,,
AMHARIC-71-2,http://asjp.clld.org/languages/AMHARIC,71,AMHARIC,n3g3r3,,
TIGRE-71-1,http://asjp.clld.org/languages/TIGRE,71,TIGRE,bela,,
TIGRE-71-2,http://asjp.clld.org/languages/TIGRE,71,TIGRE,bal,,
IRAQW-71-1,http://asjp.clld.org/languages/IRAQW,71,IRAQW,o7,,
HAUSA-71-1,http://asjp.clld.org/languages/HAUSA,71,HAUSA,Te,,
HAUSA-71-2,http://asjp.clld.org/languages/HAUSA,71,HAUSA,furta,,
NGIZIM-71-1,http://asjp.clld.org/languages/NGIZIM,71,NGIZIM,ramu,,
BASQUE-71-1,http://asjp.clld.org/languages/BASQUE,71,BASQUE,esan,,
BASQUE-71-2,http://asjp.clld.org/languages/BASQUE,71,BASQUE,minco izan,,
LATVIAN-71-1,http://asjp.clld.org/languages/LATVIAN,71,LATVIAN,teik,,
LATVIAN-71-2,http://asjp.clld.org/languages/LATVIAN,71,LATVIAN,saci,,
LITHUANIAN-71-1,http://asjp.clld.org/languages/LITHUANIAN,71,LITHUANIAN,nuomone,,
LITHUANIAN-71-2,http://asjp.clld.org/languages/LITHUANIAN,71,LITHUANIAN,Zodis,,
ENGLISH-71-1,http://asjp.clld.org/languages/ENGLISH,71,ENGLISH,sei,,
