ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
SWAHILI-24-1,http://asjp.clld.org/languages/SWAHILI,24,SWAHILI,begu,,
ZULU-24-1,http://asjp.clld.org/languages/ZULU,24,ZULU,bewu,,
ZULU-24-2,http://asjp.clld.org/languages/ZULU,24,ZULU,Lw~a5elo,,
BENG-24-1,http://asjp.clld.org/languages/BENG,24,BENG,do,,
BENG-24-2,http://asjp.clld.org/languages/BENG,24,BENG,wle,,
BAMBARA-24-1,http://asjp.clld.org/languages/BAMBARA,24,BAMBARA,kise,,
TURKANA-24-1,http://asjp.clld.org/languages/TURKANA,24,TURKANA,Cokit,,
KANURI-24-1,http://asjp.clld.org/languages/KANURI,24,KANURI,kusu5i,,
SOMALI-24-1,http://asjp.clld.org/languages/SOMALI,24,SOMALI,inin,,
SOMALI-24-2,http://asjp.clld.org/languages/SOMALI,24,SOMALI,Sini,,
W_OROMO-24-1,http://asjp.clld.org/languages/W_OROMO,24,W_OROMO,gari,,
W_OROMO-24-2,http://asjp.clld.org/languages/W_OROMO,24,W_OROMO,sa5i,,
MOCHA-24-1,http://asjp.clld.org/languages/MOCHA,24,MOCHA,yaro,,
AMHARIC-24-1,http://asjp.clld.org/languages/AMHARIC,24,AMHARIC,z3ra,,
TIGRE-24-1,http://asjp.clld.org/languages/TIGRE,24,TIGRE,terab,,
TIGRE-24-2,http://asjp.clld.org/languages/TIGRE,24,TIGRE,bidrat,,
IRAQW-24-1,http://asjp.clld.org/languages/IRAQW,24,IRAQW,dahasiNw~,,
HAUSA-24-1,http://asjp.clld.org/languages/HAUSA,24,HAUSA,iri,,
NGIZIM-24-1,http://asjp.clld.org/languages/NGIZIM,24,NGIZIM,zadak,,
BASQUE-24-1,http://asjp.clld.org/languages/BASQUE,24,BASQUE,bihi,,
BASQUE-24-2,http://asjp.clld.org/languages/BASQUE,24,BASQUE,hazi,,
LATVIAN-24-1,http://asjp.clld.org/languages/LATVIAN,24,LATVIAN,sekla,,
LITHUANIAN-24-1,http://asjp.clld.org/languages/LITHUANIAN,24,LITHUANIAN,sekla,,
LITHUANIAN-24-2,http://asjp.clld.org/languages/LITHUANIAN,24,LITHUANIAN,grudas,,
ENGLISH-24-1,http://asjp.clld.org/languages/ENGLISH,24,ENGLISH,sid,,
HINDI-24-1,http://asjp.clld.org/languages/HINDI,24,HINDI,bij,,
NEPALI-24-1,http://asjp.clld.org/languages/NEPALI,24,NEPALI,biu,,
NEPALI-24-2,http://asjp.clld.org/languages/NEPALI,24,NEPALI,gera,,
PERSIAN-24-1,http://asjp.clld.org/languages/PERSIAN,24,PERSIAN,toxm,,
