ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
GWI-82-1,http://asjp.clld.org/languages/GWI,82,GWI,!e,,
GXANA-82-1,http://asjp.clld.org/languages/GXANA,82,GXANA,!e,,
KHOEKHOEGOWAB-82-1,http://asjp.clld.org/languages/KHOEKHOEGOWAB,82,KHOEKHOEGOWAB,!aes,,
KHOEKHOEGOWAB-82-2,http://asjp.clld.org/languages/KHOEKHOEGOWAB,82,KHOEKHOEGOWAB,!hubib,,
KHWE-82-1,http://asjp.clld.org/languages/KHWE,82,KHWE,7e,,
KORANA-82-1,http://asjp.clld.org/languages/KORANA,82,KORANA,!7~ae,,
KWADI-82-1,http://asjp.clld.org/languages/KWADI,82,KWADI,!ede,,
KWADI-82-2,http://asjp.clld.org/languages/KWADI,82,KWADI,!ewa,,
KXOE-82-1,http://asjp.clld.org/languages/KXOE,82,KXOE,!7~Ee,,
MASARWA_TATI-82-1,http://asjp.clld.org/languages/MASARWA_TATI,82,MASARWA_TATI,!te,,
NAMA-82-1,http://asjp.clld.org/languages/NAMA,82,NAMA,!ae,,
NAMA_2-82-1,http://asjp.clld.org/languages/NAMA_2,82,NAMA_2,!ais,,
NARO-82-1,http://asjp.clld.org/languages/NARO,82,NARO,!7~ae,,
NARON-82-1,http://asjp.clld.org/languages/NARON,82,NARON,!eSa,,
PROTO_CENTRAL_KHOISAN-82-1,http://asjp.clld.org/languages/PROTO_CENTRAL_KHOISAN,82,PROTO_CENTRAL_KHOISAN,ae,,
PROTO_EAST_KHOE-82-1,http://asjp.clld.org/languages/PROTO_EAST_KHOE,82,PROTO_EAST_KHOE,"!""e",,
PROTO_KHOE-82-1,http://asjp.clld.org/languages/PROTO_KHOE,82,PROTO_KHOE,"!""ai",,
PROTO_WEST_KHOE-82-1,http://asjp.clld.org/languages/PROTO_WEST_KHOE,82,PROTO_WEST_KHOE,"!""e",,
HOAN-82-1,http://asjp.clld.org/languages/HOAN,82,HOAN,!oa,,
JUHOAN-82-1,http://asjp.clld.org/languages/JUHOAN,82,JUHOAN,da7a,,
JUHOAN-82-2,http://asjp.clld.org/languages/JUHOAN,82,JUHOAN,!x~we,,
KAUEN-82-1,http://asjp.clld.org/languages/KAUEN,82,KAUEN,da,,
KUNG-82-1,http://asjp.clld.org/languages/KUNG,82,KUNG,da,,
KUNG_EKOKA-82-1,http://asjp.clld.org/languages/KUNG_EKOKA,82,KUNG_EKOKA,da7a,,
O_KUNG-82-1,http://asjp.clld.org/languages/O_KUNG,82,O_KUNG,da,,
OUNG-82-1,http://asjp.clld.org/languages/OUNG,82,OUNG,dE,,
PROTO_NORTHERN_KHOISAN-82-1,http://asjp.clld.org/languages/PROTO_NORTHERN_KHOISAN,82,PROTO_NORTHERN_KHOISAN,da7a,,
SANDAWE-82-1,http://asjp.clld.org/languages/SANDAWE,82,SANDAWE,!7~e,,
SANDAWE-82-2,http://asjp.clld.org/languages/SANDAWE,82,SANDAWE,"!""iN",,
AUNI-82-1,http://asjp.clld.org/languages/AUNI,82,AUNI,!i,,
BATWA-82-1,http://asjp.clld.org/languages/BATWA,82,BATWA,!i,,
KAM_KA_KE-82-1,http://asjp.clld.org/languages/KAM_KA_KE,82,KAM_KA_KE,!i,,
MASARWA_KAKIA-82-1,http://asjp.clld.org/languages/MASARWA_KAKIA,82,MASARWA_KAKIA,!a,,
NG_KE-82-1,http://asjp.clld.org/languages/NG_KE,82,NG_KE,!i,,
NU-82-1,http://asjp.clld.org/languages/NU,82,NU,!7~i,,
NU_EN-82-1,http://asjp.clld.org/languages/NU_EN,82,NU_EN,!a*,,
XOON-82-1,http://asjp.clld.org/languages/XOON,82,XOON,"!""a*",,
XOON_MASARWA-82-1,http://asjp.clld.org/languages/XOON_MASARWA,82,XOON_MASARWA,!a*,,
XOON_NUEN-82-1,http://asjp.clld.org/languages/XOON_NUEN,82,XOON_NUEN,!a*,,
HADZA-82-1,http://asjp.clld.org/languages/HADZA,82,HADZA,"c""oko",,
AWAK-82-1,http://asjp.clld.org/languages/AWAK,82,AWAK,suli,,
BALI_NIGERIA-82-1,http://asjp.clld.org/languages/BALI_NIGERIA,82,BALI_NIGERIA,liya,,
BESME-82-1,http://asjp.clld.org/languages/BESME,82,BESME,wal,,
BON_GULA-82-1,http://asjp.clld.org/languages/BON_GULA,82,BON_GULA,yoko,,
BUA-82-1,http://asjp.clld.org/languages/BUA,82,BUA,la,,
DADIYA-82-1,http://asjp.clld.org/languages/DADIYA,82,DADIYA,k3la,,
DAY-82-1,http://asjp.clld.org/languages/DAY,82,DAY,or,,
DOOHWAAYAAYO-82-1,http://asjp.clld.org/languages/DOOHWAAYAAYO,82,DOOHWAAYAAYO,la,,
DOOHWAAYAAYO-82-2,http://asjp.clld.org/languages/DOOHWAAYAAYO,82,DOOHWAAYAAYO,layo,,
FALI-82-1,http://asjp.clld.org/languages/FALI,82,FALI,ebi,,
GOUNDO-82-1,http://asjp.clld.org/languages/GOUNDO,82,GOUNDO,wal,,
GULA_IRO-82-1,http://asjp.clld.org/languages/GULA_IRO,82,GULA_IRO,la,,
GULA_IRO-82-2,http://asjp.clld.org/languages/GULA_IRO,82,GULA_IRO,lo,,
KARANG-82-1,http://asjp.clld.org/languages/KARANG,82,KARANG,horo,,
KIM-82-1,http://asjp.clld.org/languages/KIM,82,KIM,ol,,
KPASHAM-82-1,http://asjp.clld.org/languages/KPASHAM,82,KPASHAM,la,,
LABI-82-1,http://asjp.clld.org/languages/LABI,82,LABI,pur,,
LONGTO-82-1,http://asjp.clld.org/languages/LONGTO,82,LONGTO,weyo,,
LONGUDA-82-1,http://asjp.clld.org/languages/LONGUDA,82,LONGUDA,khukha,,
LUA_NIELLIM-82-1,http://asjp.clld.org/languages/LUA_NIELLIM,82,LUA_NIELLIM,la,,
MAMBAI-82-1,http://asjp.clld.org/languages/MAMBAI,82,MAMBAI,n3sy~3,,
MBUM-82-1,http://asjp.clld.org/languages/MBUM,82,MBUM,hora,,
MOMI-82-1,http://asjp.clld.org/languages/MOMI,82,MOMI,ra,,
PANGSENG-82-1,http://asjp.clld.org/languages/PANGSENG,82,PANGSENG,ya,,
PEERE-82-1,http://asjp.clld.org/languages/PEERE,82,PEERE,we,,
RANG-82-1,http://asjp.clld.org/languages/RANG,82,RANG,wa,,
SAMBA_LEKO-82-1,http://asjp.clld.org/languages/SAMBA_LEKO,82,SAMBA_LEKO,la,,
TO-82-1,http://asjp.clld.org/languages/TO,82,TO,hora,,
TUPURI-82-1,http://asjp.clld.org/languages/TUPURI,82,TUPURI,wu,,
WAJA-82-1,http://asjp.clld.org/languages/WAJA,82,WAJA,bwalau,,
YANDANG-82-1,http://asjp.clld.org/languages/YANDANG,82,YANDANG,ra,,
YANDANG-82-2,http://asjp.clld.org/languages/YANDANG,82,YANDANG,rak,,
YOTI-82-1,http://asjp.clld.org/languages/YOTI,82,YOTI,la,,
AKUNNU-82-1,http://asjp.clld.org/languages/AKUNNU,82,AKUNNU,ind~a,,
A44_NEN-82-1,http://asjp.clld.org/languages/A44_NEN,82,A44_NEN,uw3,,
A51_BAFIA_MAJA-82-1,http://asjp.clld.org/languages/A51_BAFIA_MAJA,82,A51_BAFIA_MAJA,"d""u",,
A51_BAFIA_TUMI_TINGON-82-1,http://asjp.clld.org/languages/A51_BAFIA_TUMI_TINGON,82,A51_BAFIA_TUMI_TINGON,du,,
A51_BAFIA_ZAKAAN-82-1,http://asjp.clld.org/languages/A51_BAFIA_ZAKAAN,82,A51_BAFIA_ZAKAAN,du,,
A51_BAFIA_ZAKAAN-82-2,http://asjp.clld.org/languages/A51_BAFIA_ZAKAAN,82,A51_BAFIA_ZAKAAN,mu,,
A53_BAFIA_RIKPA-82-1,http://asjp.clld.org/languages/A53_BAFIA_RIKPA,82,A53_BAFIA_RIKPA,u,,
