ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
SWAHILI-73-1,http://asjp.clld.org/languages/SWAHILI,73,SWAHILI,ezi,,
ZULU-73-1,http://asjp.clld.org/languages/ZULU,73,ZULU,5aNg~a,,
BENG-73-1,http://asjp.clld.org/languages/BENG,73,BENG,lolo,,
BENG-73-2,http://asjp.clld.org/languages/BENG,73,BENG,mo,,
BAMBARA-73-1,http://asjp.clld.org/languages/BAMBARA,73,BAMBARA,kalo,,
TURKANA-73-1,http://asjp.clld.org/languages/TURKANA,73,TURKANA,lap,,
KANURI-73-1,http://asjp.clld.org/languages/KANURI,73,KANURI,k3mb~al,,
KANURI-73-2,http://asjp.clld.org/languages/KANURI,73,KANURI,k3nd~awu,,
SOMALI-73-1,http://asjp.clld.org/languages/SOMALI,73,SOMALI,dayaX,,
W_OROMO-73-1,http://asjp.clld.org/languages/W_OROMO,73,W_OROMO,bati,,
W_OROMO-73-2,http://asjp.clld.org/languages/W_OROMO,73,W_OROMO,ji7a,,
MOCHA-73-1,http://asjp.clld.org/languages/MOCHA,73,MOCHA,ogone,,
AMHARIC-73-1,http://asjp.clld.org/languages/AMHARIC,73,AMHARIC,"C""3r3k""a",,
TIGRE-73-1,http://asjp.clld.org/languages/TIGRE,73,TIGRE,wariX,,
IRAQW-73-1,http://asjp.clld.org/languages/IRAQW,73,IRAQW,slaXaNw~,,
HAUSA-73-1,http://asjp.clld.org/languages/HAUSA,73,HAUSA,wata,,
NGIZIM-73-1,http://asjp.clld.org/languages/NGIZIM,73,NGIZIM,t3ra,,
BASQUE-73-1,http://asjp.clld.org/languages/BASQUE,73,BASQUE,ilargi,,
LATVIAN-73-1,http://asjp.clld.org/languages/LATVIAN,73,LATVIAN,meness,,
LITHUANIAN-73-1,http://asjp.clld.org/languages/LITHUANIAN,73,LITHUANIAN,menulis,,
ENGLISH-73-1,http://asjp.clld.org/languages/ENGLISH,73,ENGLISH,mun,,
HINDI-73-1,http://asjp.clld.org/languages/HINDI,73,HINDI,Ca*d,,
NEPALI-73-1,http://asjp.clld.org/languages/NEPALI,73,NEPALI,jun,,
PERSIAN-73-1,http://asjp.clld.org/languages/PERSIAN,73,PERSIAN,m3h,,
FRENCH-73-1,http://asjp.clld.org/languages/FRENCH,73,FRENCH,len,,
SPANISH-73-1,http://asjp.clld.org/languages/SPANISH,73,SPANISH,luna,,
RUSSIAN-73-1,http://asjp.clld.org/languages/RUSSIAN,73,RUSSIAN,luna,,
SERBOCROATIAN-73-1,http://asjp.clld.org/languages/SERBOCROATIAN,73,SERBOCROATIAN,my~esec,,
ESTONIAN-73-1,http://asjp.clld.org/languages/ESTONIAN,73,ESTONIAN,ku,,
FINNISH-73-1,http://asjp.clld.org/languages/FINNISH,73,FINNISH,kuu,,
HUNGARIAN-73-1,http://asjp.clld.org/languages/HUNGARIAN,73,HUNGARIAN,hold,,
EWENKI_1-73-1,http://asjp.clld.org/languages/EWENKI_1,73,EWENKI_1,bega,,
TURKISH-73-1,http://asjp.clld.org/languages/TURKISH,73,TURKISH,ay,,
TURKISH-73-2,http://asjp.clld.org/languages/TURKISH,73,TURKISH,kamer,,
ALUTOR-73-1,http://asjp.clld.org/languages/ALUTOR,73,ALUTOR,y3Xilx3n,,
CHUKCHEE-73-1,http://asjp.clld.org/languages/CHUKCHEE,73,CHUKCHEE,y7~iLx3n,,
KORYAK-73-1,http://asjp.clld.org/languages/KORYAK,73,KORYAK,y3Xilx3n,,
N_ITELMEN-73-1,http://asjp.clld.org/languages/N_ITELMEN,73,N_ITELMEN,yalN3n,,
JAPANESE-73-1,http://asjp.clld.org/languages/JAPANESE,73,JAPANESE,cuki,,
KOREAN-73-1,http://asjp.clld.org/languages/KOREAN,73,KOREAN,tal,,
TELUGU-73-1,http://asjp.clld.org/languages/TELUGU,73,TELUGU,Candru*du,,
KANNADA-73-1,http://asjp.clld.org/languages/KANNADA,73,KANNADA,Candra,,
KANNADA-73-2,http://asjp.clld.org/languages/KANNADA,73,KANNADA,tingua,,
TAMIL-73-1,http://asjp.clld.org/languages/TAMIL,73,TAMIL,Cantiran,,
LAHU-73-1,http://asjp.clld.org/languages/LAHU,73,LAHU,xapa,,
CANTONESE-73-1,http://asjp.clld.org/languages/CANTONESE,73,CANTONESE,yut gw~oN,,
MANDARIN-73-1,http://asjp.clld.org/languages/MANDARIN,73,MANDARIN,yueh lianq,,
TARAON-73-1,http://asjp.clld.org/languages/TARAON,73,TARAON,halo,,
NUNG-73-1,http://asjp.clld.org/languages/NUNG,73,NUNG,an hai,,
SEMAI-73-1,http://asjp.clld.org/languages/SEMAI,73,SEMAI,gCE7,,
BAHNAR-73-1,http://asjp.clld.org/languages/BAHNAR,73,BAHNAR,kh~ei,,
CHRAU-73-1,http://asjp.clld.org/languages/CHRAU,73,CHRAU,kh~ay,,
