165	720	3	6.7
839	5	3	14.04
108	5246	3	10.99
104	231	45	11.87
895	602	4	28.14
1285	127	4	8.07
104	118	335	75.28
682	156	22	140.15
111	671	9	7.56
12	4649	3	6.8
220	261	6	13.02
2198	210	3	17
501	142	7	13.78
112	3432	3	7.67
473	125	7	7.98
813	188	3	8.18
117	1591	4	7.23
147	154	23	19.45
5	3493	3	26.26
116	115	112	9.53
103	4772	3	6.86
130	118	56	8.85
103	2683	5	6.79
2000	169	3	14.01
558	130	8	15.03
417	14	44	9.31
109	539	11	7.42
580	438	6	37.03
196	1403	3	12.11
233	287	5	12.45
112	2363	5	12.01
141	115	57	11.74
221	293	6	16.61
285	385	4	12.76
113	220	31	21.31
113	294	18	10.22
145	700	4	7.2
113	122	102	8.54
104	5700	3	7.26
1349	155	3	8.51
1810	120	3	6.92
109	2652	4	8.2
106	1581	7	8.84
113	177	37	11.54
103	571	18	8.98
766	3	3	23.75
194	720	4	13.32
3054	101	5	6.88
121	171	24	18.09
316	162	5	6.71
1486	140	3	7.77
3854	134	3	13.92
13	905	4	12.92
3245	136	3	12.37
154	143	18	7.67
103	255	39	8.74
274	357	3	7.12
9	1719	4	9.16
106	1329	8	9.12
16	2153	3	8.32
377	208	6	17.7
195	101	91	6.66
247	504	3	8.7
2396	128	3	9.31
370	395	3	10.07
144	281	11	16.39
2936	101	5	6.88
852	177	6	25.23
116	4109	3	10.4
1275	113	9	23.43
893	535	3	18.28
677	105	16	10.46
128	1213	4	8.85
2782	105	5	7.12
4530	103	3	6.86
140	216	13	13.7
580	139	5	7.12
158	238	25	83.09
14	397	46	9.74
168	1254	3	9.52
142	701	7	18.04
107	5386	3	10.2
1089	127	4	6.95
3427	8	3	11.16
303	760	9	61.32
1221	121	6	17.42
160	1800	3	11.88
125	121	59	28.29
2221	115	7	32.44
108	892	8	7.3
2743	291	3	21.62
456	303	6	29.27
12	5617	3	6.8
266	369	3	7.07
326	339	3	8.75
184	2234	3	15.32
788	303	6	40.92
133	123	47	7.05
244	118	17	12.11
3629	108	3	6.84
384	147	6	8.98
133	170	21	11.93
17	680	3	8.08
226	284	4	7.86
102	3608	4	8.35
4508	12	3	6.8
206	106	50	13.81
339	107	19	9.2
174	730	3	7.03
131	204	17	12.99
1592	16	4	10.46
127	1443	5	14.39
2934	4639	3	47.94
131	321	10	11.08
106	459	17	6.85
116	2717	3	8.35
2382	109	5	11.26
996	114	6	6.72
21	149	19	6.83
321	113	18	14.7
1618	128	3	6.93
154	1223	3	7.55
149	470	8	21
1618	5	3	18.61
309	7	10	8.22
102	4122	4	8.35
415	171	5	10.74
940	178	3	8.79
1314	140	3	6.76
129	109	110	12.09
1802	131	3	7.05
1455	113	5	7.71
141	1751	3	8.83
147	1013	4	10.51
1008	237	3	12.96
1273	178	4	17.68
133	795	5	8.5
170	429	5	10.55
8	1364	4	6.65
384	646	3	13.73
103	5230	3	6.86
314	370	3	8.51
21	712	14	61.48
118	733	7	10.4
4055	108	3	6.84
118	785	11	28.09
135	1508	3	7.36
495	106	18	11.06
381	12	24	7.15
136	1658	4	12.31
104	2151	6	14.52
211	543	4	12.31
5078	106	3	8.28
283	147	7	7.59
2745	12	5	6.7
173	1589	3	12.15
1753	115	5	11.62
135	105	157	7.71
12	1208	11	12.72
12	1343	8	7.57
264	346	3	6.7
495	1419	3	21.35
106	1778	7	10.95
1515	21	3	7.62
115	485	10	10.13
317	147	9	15.77
661	145	6	14.09
173	152	17	18.03
3025	223	3	20.51
148	1399	3	7.76
131	2024	3	7.82
103	706	15	8.33
113	976	6	6.98
8	2891	3	9.09
121	2141	3	8.7
192	434	4	8.45
1594	102	8	8.44
12	4087	4	9.06
101	3169	5	6.88
113	4174	3	8.57
109	675	10	8.54
177	398	5	10.18
142	199	13	9.01
873	757	4	30.63
109	795	9	9.4
998	109	11	21.68
637	555	3	16.49
222	191	9	16.28
8	111	126	7.15
739	126	6	9.82
998	161	3	8.02
141	612	5	8.52
331	146	7	8.49
12	3748	4	9.06
734	101	22	19.34
312	924	3	14.41
354	102	44	51.66
108	189	40	9.09
16	338	25	71.51
115	2962	3	7.58
140	1076	4	9.65
140	972	5	13.76
204	117	25	15.18
2319	110	5	11.99
117	2429	3	6.93
102	110	532	6.91
2466	12	6	13.59
2136	207	6	48.4
4116	116	4	19.63
528	483	3	14.46
13	399	4	6.75
112	440	14	11.96
102	303	34	7.97
103	960	10	7.61
1387	123	4	7.87
179	174	19	41.76
115	108	214	23.91
127	868	5	8.09
2480	1430	6	85.86
179	291	6	10.22
1433	342	3	18.58
12	332	37	25.64
165	315	7	13.53
165	142	33	52.68
2613	132	3	10.01
588	115	11	16.23
1520	369	3	19.04
228	443	3	6.89
137	678	5	8.28
184	263	7	12.92
156	629	4	7.51
1526	148	3	9.61
1416	123	5	12.24
464	21	6	9.35
110	2358	4	7.15
101	943	16	15.83
227	1168	3	13
223	14	107	11.93
394	198	5	12.42
630	12	17	9.57
101	868	18	14.59
1324	109	6	7.12
120	902	5	6.65
1008	486	4	27.49
2895	117	3	8.34
3020	3467	4	65.59
129	350	10	11.94
125	1688	3	7.31
169	395	4	6.7
2075	484	3	23.47
4040	109	4	15.19
895	109	14	32.96
16	1533	5	15.76
119	104	265	28.42
396	168	6	13.28
1829	102	7	9.46
3147	304	4	35.55
106	4660	3	8.28
314	224	6	16.82
125	2590	3	9.35
135	291	11	13.88
340	455	3	11.04
350	123	9	7.19
5168	12	3	6.8
178	819	3	8.16
406	112	14	8.86
441	198	5	14.19
236	512	3	8.37
189	1010	3	9.54
109	2520	4	8.2
288	374	3	7.79
101	2008	8	11.02
127	742	6	9.71
143	1194	3	6.86
148	1526	3	9.61
122	214	18	11.8
371	121	19	49.44
103	839	12	6.66
4001	108	3	6.84
128	3437	4	24.67
564	12	18	9.75
263	207	6	13.23
107	5765	3	10.2
437	529	3	13.97
108	566	14	15.47
688	113	11	16.25
456	610	6	39.51
2228	120	3	6.92
109	806	8	6.7
101	3296	5	6.88
393	9	11	11.94
8	6	14	6.71
101	3220	5	6.88
111	422	14	10.43
105	325	32	14.03
273	429	3	8.15
105	208	65	28.55
485	144	5	7.19
1922	109	5	9.38
717	113	12	22.24
102	4107	4	8.35
1286	111	6	8.21
2246	141	3	10.57
12	4773	3	6.8
103	3185	5	11.43
130	1826	3	7.17
289	109	43	77.9
1273	109	6	8.1
5207	113	3	12.81
2603	123	4	14.72
2028	110	5	10.08
2784	12	5	6.7
5230	103	3	6.86
191	276	5	7.77
135	1435	4	11.48
241	252	4	7.08
184	515	5	14.44
660	103	16	8.53
174	110	37	7.35
3672	123	3	12.2
283	133	13	16.23
1484	137	3	6.96
5557	150	3	21.38
4036	116	3	10.4
1063	108	10	19.32
156	1010	3	6.8
130	3604	3	13.62
103	2055	7	10.74
4959	115	3	13.89
419	103	21	7.26
105	4716	3	7.08
725	183	3	7.25
5717	105	3	7.08
12	152	140	34.79
1147	139	5	13.82
105	4776	3	7.08
120	2229	3	6.92
386	1276	3	18.27
1212	365	3	17.78
702	112	10	10.41
106	770	12	10.85
540	132	6	8.15
3934	116	3	10.4
967	715	3	20.8
137	599	5	7.33
128	2556	3	14.09
104	4548	3	7.26
788	2206	7	94.97
240	658	3	10.07
116	605	9	11.87
12	5114	3	6.8
547	101	26	13.32
405	131	8	10.37
107	2648	4	6.77
675	102	23	32.11
163	2094	3	12.87
279	140	8	7.64
1516	102	9	10.11
150	949	4	10.25
1529	138	4	12.38
2031	2	3	10.84
157	199	13	16.67
818	197	3	8.79
579	101	25	14.4
303	525	13	89.67
117	704	8	10.97
141	605	5	8.2
657	138	6	11.63
367	171	5	9.4
693	101	23	20.55
1306	153	4	13.2
883	422	8	61.93
204	235	5	7.07
412	135	7	8.68
236	212	8	18.77
452	735	3	16.45
899	125	5	8.58
412	192	6	16.5
684	106	19	28.42
4762	105	3	7.08
113	667	14	27.01
155	423	5	6.89
103	1095	11	9.11
113	751	8	8.24
1185	150	3	7.46
5029	103	3	6.86
432	137	7	9.87
161	785	4	10.94
922	130	7	18.29
14	278	74	9.65
5554	12	3	6.8
103	2672	6	13.71
1149	145	3	6.81
230	372	4	9.87
291	231	4	7.82
209	287	5	9.94
573	227	3	8.8
2653	125	3	9.35
291	118	16	15.94
1132	170	4	15.05
318	205	4	6.83
105	1773	7	8.45
538	152	8	22.93
117	198	26	14.8
856	12	12	7.63
101	1113	12	7.84
110	4094	3	7.66
2631	1221	3	31.81
161	281	7	11.01
304	2971	5	50.75
106	1452	10	21.49
247	272	4	7.9
606	109	13	14.71
4325	104	3	7.26
281	144	11	16.39
1154	114	8	14.84
3431	111	3	7.86
114	580	9	6.75
4042	113	3	8.57
1533	3	3	28.42
162	2134	5	30.75
154	269	7	7.07
121	242	12	8.75
102	686	16	11.24
121	301	26	70.33
488	341	3	11.31
101	406	35	14.52
295	222	4	7.31
7	33	4	13.34
577	292	3	10.76
9	829	10	30
1023	101	14	7.63
346	527	4	17.99
1708	3485	4	58.23
119	2391	3	7.16
1769	117	6	18.52
380	189	6	16.12
149	242	12	19.88
531	256	3	9.55
409	1034	3	17.71
2364	101	7	9.64
102	1952	7	9.46
108	3373	3	6.84
1940	197	4	23.06
5418	104	3	7.26
603	194	4	11.12
475	128	22	91.49
105	2350	7	16.52
4062	103	4	9.14
484	105	24	19.66
897	103	12	10.68
110	586	23	60.66
1418	110	5	7.4
104	106	972	120.01
1197	106	8	9.12
101	2635	5	6.88
196	145	13	10.33
133	418	7	7.37
238	333	4	9.43
1767	1030	6	67.49
335	226	4	8.78
181	123	24	14
111	726	18	47.31
1523	185	3	12.09
2830	105	5	7.12
171	499	4	8.45
255	103	39	8.74
885	169	3	8.1
3548	108	3	6.84
1622	207	4	22.68
769	156	4	9.66
391	108	18	12.97
440	740	3	15.58
107	2136	6	15.08
105	1008	11	8.29
490	129	9	15.17
338	1160	5	33.13
133	169	18	8.33
2817	119	3	8.26
1279	121	5	13.26
159	154	14	7.53
2311	137	3	9.96
1180	12	10	9.02
133	12	219	28.84
484	548	3	14.3
186	284	5	8.13
384	264	7	29.25
487	1281	3	20.04
5274	108	3	10.99
206	118	21	11.94
171	205	8	9.26
635	156	5	12.19
2527	116	3	6.94
171	248	7	11.9
325	362	3	8.56
305	323	4	11.85
113	1253	7	12.27
127	1366	5	13.37
123	621	7	9.94
106	382	34	44.21
119	2137	3	7.16
3134	101	5	6.88
445	120	8	7.07
131	197	15	6.71
101	113	654	13.62
164	124	24	9.13
275	523	3	9.73
1201	113	7	12.27
1729	525	7	72.07
1309	102	11	13.56
642	134	6	10.1
118	233	19	16.95
121	1259	8	30.84
118	107	184	18.32
118	160	28	7.77
1581	104	8	10.78
881	102	13	7.33
101	1500	9	7.29
2507	120	3	8.02
265	193	5	6.86
341	161	6	10.56
3280	113	4	17.09
104	4118	4	9.68
167	143	15	9.33
982	196	3	9.9
137	1253	4	9.67
161	363	6	11.33
9	1720	5	15.83
201	2104	3	15.53
167	258	7	10.01
3712	109	4	15.19
144	160	35	58.46
188	813	3	8.18
470	134	9	17.17
57	16	10	17.04
1793	175	3	12.81
332	219	4	8.27
127	3093	3	10.81
233	552	3	9.02
2549	8	3	7.66
130	558	8	15.03
193	154	11	8.08
1318	106	8	7.66
109	12	546	13.96
258	238	5	10.35
182	390	4	7.5
102	2206	6	7.66
12	3564	3	6.8
105	1976	6	6.63
102	2250	6	7.66
157	882	4	10.53
176	118	39	37.18
125	103	244	35.76
209	471	3	6.98
116	1172	5	7.91
437	953	4	29.03
150	192	14	14.92
2966	12	5	11.33
258	157	7	7.7
135	636	5	8.71
12	1679	7	7.88
262	397	3	7.37
398	394	3	10.56
114	282	18	8.65
2124	127	3	8.21
135	772	5	9.52
2685	105	6	14.16
1649	110	6	11.46
447	971	3	17.4
816	133	5	9.44
13	787	3	7.1
62	61	41	413.85
109	2942	4	10.51
831	167	3	7.37
136	545	10	26.77
173	789	3	7.28
5747	103	3	6.86
127	154	48	48.96
1724	119	8	37.01
103	115	400	35.51
596	466	3	14.73
1261	101	11	9.66
1372	128	4	10.14
366	16	8	8.01
422	111	14	10.43
176	196	8	7.47
258	255	4	7.72
303	610	11	74.45
5163	104	3	7.26
193	113	36	17.39
16	853	7	16.27
1770	111	6	15.73
332	58	3	8.87
198	441	5	14.19
12	2192	6	13.59
3739	109	4	15.19
3220	101	5	6.88
315	101	44	12.18
4256	104	3	7.26
479	117	9	8.53
3506	104	4	9.68
562	134	10	24.24
133	316	9	8.16
1251	244	3	14.01
159	158	17	17.33
2324	1120	3	30.11
119	951	8	19.81
1075	131	4	7.1
3	766	3	23.75
159	113	47	15.48
244	149	8	8.11
1207	124	4	6.77
101	3058	5	6.88
133	143	27	6.76
768	16	5	8.25
1762	133	3	7.09
114	1551	5	9.76
996	154	3	6.77
229	574	4	13.94
4995	105	3	7.08
108	3611	4	14.66
881	311	3	13.75
21	231	11	10.88
1435	252	3	15.88
1450	8	4	7.35
104	4718	3	7.26
4377	105	3	7.08
131	115	70	8.15
270	311	5	14.52
101	254	60	14.62
305	232	4	8.53
156	349	8	15.64
138	854	4	6.68
4831	469	3	33.85
124	123	65	16.26
132	777	9	25.72
946	169	5	20.58
149	21	19	6.83
191	939	3	9.72
3618	108	3	6.84
175	157	14	13.84
149	216	11	12.72
13	1702	3	13.52
241	998	3	12.9
108	5276	3	10.99
1283	186	3	11.66
3191	203	3	19.68
3521	105	3	7.08
174	962	3	8.69
156	106	90	11.51
240	154	10	13.84
137	145	34	25.32
1247	12	10	9.02
115	1975	4	8.26
105	1069	10	6.83
132	2629	3	10.01
147	283	7	7.59
5208	111	3	12.07
2794	109	4	8.2
147	114	66	25.27
105	858	12	7.27
150	1185	3	7.46
363	117	11	7.69
434	104	24	13.52
3993	102	4	8.35
147	182	13	9.84
2593	117	4	12.34
193	1248	3	12.03
1156	649	3	20.88
128	230	12	8.61
3221	197	3	18.83
140	1127	5	15.9
9	4445	3	15.56
794	104	12	6.74
103	4109	4	9.14
591	161	4	8.57
788	525	8	72.84
3820	120	3	11.55
2765	109	4	8.2
117	114	156	27.8
3581	151	3	16.96
456	525	6	37.81
2622	117	4	12.34
291	196	6	11.69
22	338	5	37.03
132	5309	3	18.03
192	707	3	7.6
242	700	3	10.58
117	283	13	6.63
122	2187	3	9.89
252	421	6	23.92
281	296	4	10.04
217	508	3	7.56
634	8	6	7.75
121	21	59	63.82
13	939	4	13.85
1975	115	4	8.26
3930	121	3	13.44
145	662	8	23.57
4161	103	4	9.14
189	106	82	52.43
1107	106	8	7.66
351	172	7	16.34
113	145	84	51.01
286	257	5	13.22
403	243	3	7.18
127	2293	3	8.21
142	554	5	7.62
1589	106	9	18.93
177	179	17	32.76
141	706	5	9.55
1160	593	3	20.88
108	14	1475	9.79
4829	104	3	7.26
627	101	22	9.59
110	3411	3	7.66
1964	104	6	6.94
122	341	12	13.24
5	553	5	25.79
105	4064	4	9.44
307	117	26	46.64
102	5	35	12.49
108	2895	4	10
307	228	4	7.89
504	267	5	20.22
106	677	21	35.48
143	2	19	8.02
4189	102	4	8.35
1855	131	3	7.05
394	113	22	35.51
101	961	14	7.63
1380	124	5	12.4
191	429	4	8.1
105	2782	5	7.12
12	237	40	7.17
124	623	8	13.57
2465	101	6	8.26
105	4759	3	7.08
12	111	487	11.92
506	106	15	10.28
109	1780	6	12.31
110	982	9	14.48
103	3595	4	9.14
957	433	3	17.25
110	1050	7	8.43
2487	112	4	8.79
344	1172	3	16.84
990	133	4	6.7
655	106	13	7.38
4200	112	3	7.67
102	3831	4	8.35
103	5344	3	6.86
598	103	16	6.67
742	127	6	9.71
128	870	5	9.75
106	2317	6	11.4
1729	2206	7	106.16
279	423	3	8.24
1922	150	3	11.08
134	550	9	19.25
1597	103	8	9.82
181	894	3	8.56
3665	106	4	11.04
105	108	580	25.93
290	1070	3	15.05
120	678	6	6.65
169	291	5	6.95
129	276	11	9.78
108	1310	12	37.32
101	653	21	8.7
565	222	3	7.98
228	109	26	7.66
143	527	5	8.25
211	564	4	12.82
12	404	23	6.87
132	449	13	32.79
120	2572	3	8.02
593	720	3	18.4
12	352	31	14.51
111	4735	3	12.07
1461	101	9	7.29
138	104	188	41.59
58	479	3	11.52
371	193	4	7.05
218	491	3	7.21
564	143	5	9.09
833	182	3	7.98
101	2101	8	11.02
2600	101	6	8.26
108	4694	3	10.99
246	128	34	96.56
154	983	4	10.84
172	1034	3	8.99
429	176	4	7.11
739	112	9	8.34
5426	106	3	8.28
106	5458	3	8.28
1473	106	7	10.95
3015	116	3	8.35
152	1105	6	23.06
150	678	4	7.45
121	2238	4	14.54
169	1435	3	11.81
716	115	7	7.48
1805	132	3	7.18
1878	133	3	7.86
1435	21	6	25.09
1096	110	10	20.18
1818	145	3	9.57
4282	103	3	6.86
116	2792	3	6.94
1807	21	3	8.9
1639	103	8	9.82
1344	8	4	6.65
587	12	18	9.75
346	121	9	9.62
1983	116	6	20.83
119	2218	3	7.16
240	462	3	8.11
101	315	44	12.18
116	463	9	8.17
535	233	4	14.32
105	668	18	16.27
153	251	10	14.59
206	265	5	8.4
691	197	3	7.78
12	4301	3	6.8
111	883	15	39.4
120	117	82	7.73
108	1828	5	8.79
117	1189	5	7.89
384	281	5	18.27
326	109	17	8.5
1737	101	9	12.39
128	466	10	21.1
2025	104	6	6.94
658	197	3	7.35
125	208	17	12.2
120	1491	4	7.81
3357	104	5	12.1
150	117	38	7.19
169	2000	3	14.01
117	370	11	8.3
1020	178	3	9.13
332	2	10	20.47
1389	102	9	10.11
286	961	4	21.55
133	1470	4	10.22
109	253	39	45.36
21	1435	6	25.09
144	263	8	6.92
470	118	8	7.57
1164	108	8	11.04
5	745	3	13.44
144	147	44	68.03
237	250	4	7.16
103	223	50	9.32
103	125	244	35.76
1054	13	3	8.96
2248	110	4	7.15
3433	3432	4	70.59
898	116	14	47.86
519	154	6	13.96
370	231	5	14.94
102	692	14	7.35
1225	252	3	14.76
893	315	4	21.68
498	499	3	13.92
593	1160	3	20.88
1474	118	4	7.33
121	152	29	11.96
5710	105	3	7.08
806	12	17	21.21
1615	106	8	13.23
161	337	5	7.25
104	3811	4	9.68
103	423	29	21.42
161	133	22	10.5
1179	8	14	72.55
140	4751	3	20.09
274	142	9	9.65
4670	105	3	7.08
2573	115	4	11.3
740	215	3	9.36
117	173	33	16.89
248	117	14	6.8
120	1237	5	9.58
596	230	3	8.83
197	988	4	16.38
14	120	657	7.31
113	3054	4	12.34
193	491	4	9.74
2252	109	6	17.38
938	134	5	10.54
2000	128	3	8.38
269	285	6	18.37
104	1407	8	6.92
147	290	9	13.63
171	415	5	10.74
116	314	14	11.17
112	3603	3	7.67
2018	109	7	20.89
2557	131	3	9.88
125	1165	4	6.96
309	896	3	14.36
187	727	5	17.42
220	117	19	8.2
128	218	15	13.33
104	262	36	6.86
101	2689	6	8.26
718	101	19	8.59
4956	122	3	16.35
4118	134	3	13.92
120	2712	3	8.02
1868	110	5	8.6
1375	103	8	7.7
2040	105	6	6.63
747	203	6	26.88
105	4304	3	7.08
294	490	3	9.69
149	152	19	11.92
202	139	13	8.64
124	116	73	7.52
126	1937	3	7.36
284	130	9	7.51
144	1272	3	6.77
639	261	5	22.81
321	387	3	9.26
165	611	6	18.34
106	8	255	29.92
329	156	7	11.34
156	298	6	6.92
5182	116	3	14.72
1586	133	4	11.07
4583	106	3	8.28
225	169	8	11.91
109	1771	6	12.31
752	108	14	27.07
119	61	11	11.39
110	1045	7	8.43
692	286	4	19.3
152	307	12	26.15
787	172	3	7.13
934	115	8	15.43
105	546	17	6.9
102	3686	4	8.35
273	192	5	7.32
4087	12	4	9.06
111	273	19	7.1
12	5024	3	6.8
111	330	17	10.06
2951	278	3	22.78
106	684	19	28.42
1269	316	3	16.82
283	431	4	13.72
211	323	4	7.78
310	396	3	8.71
167	1678	4	18.27
143	267	8	7.73
123	373	9	8.51
184	180	9	9.15
2414	477	3	27.48
320	171	5	7.7
106	736	14	13.08
9	102	299	7.74
211	149	11	12.28
12	101	1815	70.1
235	131	13	10.68
976	162	3	8.48
3310	101	5	6.88
200	155	11	9.38
1445	786	4	35.33
12	168	105	38.69
121	1923	3	7.78
2465	111	5	15
134	3094	3	11.79
588	141	5	8.2
131	1736	4	12.01
4945	104	3	7.26
1415	7	10	45.86
115	193	37	27.72
253	126	14	12.97
543	211	4	12.31
743	104	19	25.01
173	420	4	6.81
113	709	11	16.25
136	616	5	8.28
126	101	332	22.12
246	518	4	13.9
102	138	177	8.1
307	122	12	10.19
191	1133	3	10.49
107	1136	8	9.31
307	220	5	11.13
102	269	60	57.08
589	224	4	13.64
441	370	3	11.16
457	223	3	6.95
103	2313	6	13.71
115	5091	3	13.89
770	1107	13	172.87
1870	118	4	9.07
1004	112	7	7.65
457	172	4	7.64
259	12	39	8.9
139	273	9	7.86
209	625	3	8.43
790	257	3	11.64
552	286	3	10.38
192	317	7	17.3
114	2211	4	8.08
4692	106	3	8.28
331	118	13	13.25
112	4762	3	11.87
622	105	18	16.27
2	546	5	9.11
163	1068	3	8.35
183	320	6	11.96
104	1656	8	10.78
109	656	12	14.26
1026	163	3	7.99
5426	105	3	7.08
503	156	7	17.64
142	12	151	13.04
524	438	6	36.6
232	305	4	8.53
728	165	4	10.47
192	567	4	11.49
155	197	12	11
104	3454	4	9.68
173	171	11	11.98
106	1747	6	8.72
3109	101	5	6.88
777	111	14	29.86
661	117	9	13.03
122	113	102	8.54
5384	109	3	11.39
115	441	15	22.58
317	281	5	15.72
1987	193	3	14.82
3443	104	4	9.68
114	679	13	22.2
110	2581	4	8.77
145	1253	3	6.81
2430	2415	6	101.02
128	2256	3	9.31
143	516	7	15.52
748	111	8	6.78
137	905	5	11.26
2363	113	5	13.49
