118	9709	12
595	4942	12
4001	5190	7
110	6075	2
8672	3168	10
110	6138	9
104	4854	10
112	2405	1
381	5571	11
4193	4787	4
1546	3397	10
352	2294	18
17130	2394	0
1348	2677	18
5035	6732	6
25176	8294	29
30007	7732	12
112	1102	0
14	4457	30
326	4081	7
5700	4001	17
135	9313	5
2135	3182	0
14	166	14
102	5948	28
117	1392	2
105	6115	5
324	4394	18
173	4721	1
1565	2186	5
1285	2795	4
9349	7040	9
104	327	4
179	8089	18
101	8476	15
156	2959	8
14205	8138	9
107	1049	1
959	5710	13
105	8526	9
102	6623	8
12	8371	7
123	5583	12
324	1006	10
116	2800	10
28680	7546	4
106	3738	12
12022	2438	4
134	3831	1
12	4184	4
104	5708	13
101	3031	4
28987	1944	19
14	5935	17
14	8841	21
14	6790	6
7981	1043	11
26789	5694	2
3295	3772	18
783	8136	7
14	8439	11
198	3927	4
1094	95	2
16268	7793	14
266	4859	17
131	5753	8
561	2978	18
324	6264	9
105	3903	5
106	5583	18
4970	8307	2
106	4096	3
5491	8641	5
171	115	3
105	1816	8
101	2410	7
7041	9119	17
101	5453	11
189	8037	21
13945	4056	0
1979	9333	2
3474	7478	11
101	6338	9
394	1848	20
108	7991	5
19686	5345	4
854	3413	7
107	1536	1
123	8177	1
12	1536	14
1640	9198	6
116	9253	5
102	684	3
21	7777	13
115	9948	10
103	6498	8
102	3386	1
2601	6325	21
8495	4411	9
104	2767	2
101	5972	11
14	970	24
255	5558	11
1347	2175	16
18044	7759	12
773	2448	2
114	5743	1
12	1276	6
14	907	19
220	4009	8
111	4546	27
115	6561	11
103	5049	13
798	7783	8
110	7557	15
106	30	6
105	3822	16
1260	4172	0
106	9335	18
14	4557	29
104	7620	11
126	6405	11
127	9069	5
255	7834	14
128	4092	5
101	5150	8
115	1677	15
1982	1917	9
251	2854	10
104	5603	6
2157	808	0
182	7335	2
15723	3901	10
29951	1097	7
103	771	11
14	2777	8
135	9206	31
157	5187	3
8100	5746	3
166	7514	18
172	8167	0
3509	2580	18
12	1417	16
104	4627	2
1073	4189	29
105	9489	6
18587	7866	15
112	9485	13
134	7076	3
168	7969	11
8769	6421	7
8335	6480	10
105	8414	23
15401	1373	8
143	8844	17
103	6696	11
26277	7800	9
14	636	19
1567	1410	22
141	8003	5
24748	9904	10
140	8793	8
31041	9846	18
10453	2332	6
13241	4869	24
267	4358	3
174	688	2
1005	8879	9
102	849	18
16474	7854	20
103	7441	3
121	5486	23
118	1344	2
790	1017	22
357	4589	3
375	850	2
268	5481	19
1332	9265	8
212	8903	0
5976	182	6
106	5675	3
5737	1008	13
12	8489	8
371	6859	7
2072	9183	29
101	9857	4
2632	6146	26
4554	6589	1
61	5207	4
2780	1384	30
9320	8045	6
358	4940	4
391	1888	3
1356	6751	4
127	3476	14
107	6564	2
7383	949	13
1955	3716	21
173	2507	6
104	8112	4
29178	5784	1
151	3670	4
16	8687	3
233	7779	30
533	6292	15
6577	5122	0
1401	8945	1
124	8414	25
3934	7870	11
7	3976	10
14	7451	13
3157	136	16
102	1897	3
691	663	15
890	2369	0
7	4183	34
17710	940	1
112	6990	0
905	7902	11
17258	3880	20
16	8932	11
19276	7109	4
108	5914	25
109	3221	25
2090	6953	1
101	8391	11
14	3158	11
381	2174	8
101	3831	12
2101	935	8
2	9848	21
22286	4148	6
971	5148	9
114	5034	1
1864	8442	5
315	8321	15
106	3002	4
9	5408	26
14	8167	5
12	4342	22
104	1900	4
103	3862	6
21045	2995	2
16	446	6
863	6470	27
1588	4022	6
25201	1185	9
18192	7740	0
160	3410	13
8761	8724	11
117	6805	10
111	3338	14
2091	5106	7
2035	3981	8
587	5872	6
101	1589	9
1969	7595	10
173	1459	4
1404	8842	10
2500	9354	6
3153	9790	15
14	8129	16
578	1305	15
143	1854	1
12	9590	7
22246	6565	8
1222	9118	3
926	5094	0
101	4854	21
4875	75	5
102	6548	18
112	6487	0
101	3793	25
2620	981	18
20209	7138	33
102	9770	14
139	7404	31
101	9518	15
713	4284	0
101	1225	1
210	9313	0
106	453	2
3211	7855	5
228	2925	2
149	2637	7
281	4378	0
14	1837	33
182	282	1
3573	1288	2
101	7587	10
26906	6908	10
152	7444	8
126	4345	2
101	7650	1
106	655	1
1267	5767	3
103	5998	5
964	599	1
15958	9393	2
112	395	0
202	376	10
530	9195	14
170	340	12
965	2071	17
15421	7229	13
1015	2173	13
14	2740	7
265	8654	18
221	8990	2
101	1793	20
268	8918	23
163	2607	25
13	6329	8
102	458	4
102	5578	5
106	7076	1
9361	610	27
496	5087	1
362	4329	1
1328	7588	11
16077	6371	0
104	1154	4
178	1052	3
257	8906	2
129	6453	11
131	5959	4
120	1049	0
137	8738	18
104	463	3
110	9508	14
171	2347	9
213	743	17
3313	5156	1
301	4755	0
107	2800	4
103	2359	23
4838	4294	11
1608	6325	22
21	3824	14
105	1699	19
16178	703	10
14	8182	32
18774	9288	4
1137	4443	11
383	4295	16
106	2987	33
108	1795	29
2300	6808	3
136	9802	3
312	8009	6
2888	2782	10
172	3132	0
104	456	2
14781	7007	6
217	5566	1
8	1883	4
1705	6033	4
26940	7728	5
740	447	5
146	4559	7
585	2526	4
148	3817	2
12	44	15
113	6659	1
3675	9774	1
16530	3430	13
1436	5132	5
102	1152	2
313	8016	5
112	5516	0
106	7918	7
23748	3297	5
9893	7383	30
117	9956	2
3177	8051	6
745	1259	14
7864	2384	11
165	5303	16
101	9006	10
5880	9297	10
117	2665	6
14	3143	46
102	7595	2
151	3829	6
117	590	11
123	3034	5
714	8885	9
385	1019	1
106	8292	6
14	6263	30
118	5400	13
183	953	0
18391	3230	6
12	6863	26
101	5570	13
491	9238	16
123	830	21
16	2951	10
22568	4106	23
8707	3285	4
14	7547	18
23253	264	29
8	867	21
104	2977	32
104	8601	7
10639	7039	12
18372	6038	6
538	2975	15
1343	5939	20
115	9353	17
1483	6134	4
20823	5718	24
3295	8321	5
396	6327	2
159	730	13
174	7487	4
101	3668	14
6131	7970	0
103	7865	9
14	3723	23
28858	6364	8
113	2808	12
1107	1949	14
1024	6753	19
6213	4846	9
197	9729	2
14	928	22
2763	5677	13
25160	8861	21
134	1566	1
1033	2994	8
132	9033	9
110	9191	22
227	3551	14
116	1843	19
101	6833	7
113	4983	15
15694	1740	0
7	3443	3
106	8764	13
101	3761	6
3123	8009	21
14	772	21
26088	2003	5
205	8915	3
1204	1513	7
150	5161	5
1182	9381	0
1340	7634	0
359	9727	10
101	8125	11
288	7799	7
18015	1844	2
111	3925	4
102	9928	7
19109	3554	1
942	822	9
220	3416	16
246	5842	6
108	3000	2
14	2332	13
9831	2978	14
18997	5198	9
102	2564	8
565	5841	3
141	4094	2
9830	6104	13
116	8940	12
679	3142	1
105	8403	7
301	7590	0
12	5321	6
13502	8212	22
14	2646	14
158	9859	6
1565	1910	9
125	8973	9
14	4989	14
619	3360	17
110	5906	17
155	4077	0
112	9667	0
3213	221	2
14	9045	16
14539	569	6
4349	3768	6
4377	255	7
110	5421	4
10623	2274	7
101	4509	2
5393	823	13
107	8977	19
274	9042	10
7	4638	12
12	7698	3
101	9338	13
114	3201	4
6311	6387	0
200	3186	14
2	5405	9
186	1804	2
13570	4508	13
3285	5833	14
102	6100	4
101	145	15
14	9318	9
117	5142	1
115	4610	8
165	6919	7
108	683	18
131	7670	15
105	2522	8
14	9872	16
21	4166	5
14	3857	24
5699	9110	20
109	9746	9
131	4126	19
113	1609	2
468	6933	2
13	1205	1
2731	8459	11
120	6082	0
31029	3569	19
7817	7210	9
202	1119	3
106	615	25
178	902	9
234	2611	0
233	2194	7
139	9535	9
247	6243	11
279	2836	10
103	7582	5
103	5624	3
104	358	16
1938	121	2
164	1357	7
132	8428	19
117	6581	7
24357	3677	20
101	8572	16
104	3214	12
115	8801	12
476	3921	0
104	484	6
134	8465	18
6236	1262	5
22929	7895	8
102	5980	3
106	1708	36
2043	3678	21
14	4801	20
131	7169	15
148	4885	10
14	5967	14
118	8175	12
105	2156	3
4940	4595	7
5711	9321	22
26250	8987	20
486	5966	12
106	1566	3
140	6480	3
158	8049	4
103	4056	11
9	3269	23
315	9474	5
11556	7910	18
1232	118	7
296	4782	15
5218	7835	8
101	2379	19
161	9469	7
102	2022	5
107	4615	1
141	5725	5
752	801	4
2157	4083	0
14	7572	11
109	4350	14
121	5268	7
104	3449	12
113	7403	28
106	5614	6
13286	762	5
369	4087	12
130	9966	16
309	2747	19
109	8276	6
104	3514	17
8326	8371	2
14759	2259	6
16218	8328	7
359	8772	20
794	8353	13
118	4217	14
14	6361	12
23966	8381	11
21865	7022	6
586	1427	1
18183	8081	0
12	3017	6
12	8137	7
183	8023	0
1489	5831	1
3284	4804	9
101	3104	1
111	7862	16
1525	8044	4
943	9492	4
1516	3645	9
130	2629	1
280	7330	3
143	3434	2
8766	7871	2
122	725	14
105	3961	15
104	1400	20
2	1482	0
1361	4609	10
5226	6847	17
1946	7047	7
22894	7688	8
12	4252	24
12136	6444	11
20646	5699	7
831	6429	15
226	1900	3
587	639	1
14	2957	10
25376	1951	11
106	8720	9
123	2543	1
1620	6320	1
334	9945	34
61	9568	2
14	4774	10
1277	1652	7
193	9261	10
3964	8664	13
682	3016	8
14	6785	7
969	1986	14
2532	1784	3
147	6221	19
4989	269	14
371	3989	21
102	178	2
124	3404	5
104	5570	18
102	8924	18
227	1759	15
257	6730	23
28541	6893	6
117	6417	4
249	4183	7
112	8735	0
1275	7015	7
107	1813	8
15759	728	17
944	539	4
26698	3477	8
101	8538	5
103	4176	12
415	6274	2
223	562	6
101	189	11
5146	2266	3
313	3177	12
4249	5469	9
13	9994	4
107	5657	5
105	4777	3
106	4529	9
1453	8908	5
105	5400	12
109	9910	10
184	1322	7
105	5465	7
1318	698	5
103	6113	3
27307	1188	8
147	4446	3
106	8996	20
186	8566	7
25693	3152	1
2616	7433	8
2187	1782	3
102	8354	12
14	1873	11
1375	3498	1
12	9230	1
11130	7454	4
18544	8080	6
14	9081	20
139	5268	27
369	2021	6
3948	3259	11
102	7156	14
29639	7802	8
26399	5717	13
161	8455	17
196	5962	0
102	9845	7
106	9650	20
28069	1217	17
988	1582	4
1717	379	8
125	6324	18
3499	4934	0
1426	7354	2
5679	2434	8
3486	4689	12
102	7928	2
3401	3001	4
7568	673	19
143	7754	8
105	9302	22
193	22	7
107	6312	8
118	1021	7
113	1931	5
14	7964	15
154	3138	11
27728	276	6
2091	5100	5
108	3317	6
102	35	6
196	9500	0
437	1384	18
905	5311	15
859	489	9
103	2538	8
14	9240	20
12	2798	9
448	2191	8
16583	3015	14
2291	5303	18
108	7859	8
154	8967	26
4187	9786	7
123	7732	7
108	725	15
768	6851	11
105	8018	13
3257	4511	1
245	4809	5
2959	5148	6
8610	8684	7
105	885	1
196	5821	0
1097	9153	3
112	8846	4
120	8428	0
689	4206	7
7	1632	16
391	8653	8
132	5629	6
6872	8481	2
202	1751	7
1452	8133	11
26238	8543	11
142	8034	17
104	3655	3
194	5881	12
528	3375	2
108	8654	9
9377	1785	11
7483	536	26
1455	7321	2
9911	7543	1
108	9410	5
111	1094	23
101	5840	6
14	9103	14
101	3870	14
3270	8428	4
115	3075	18
1150	5576	14
108	7338	8
683	624	13
150	9581	14
109	3907	14
21701	3930	1
695	4593	16
3059	3338	24
14	7694	7
12168	6278	2
24414	1714	2
22884	4647	10
101	2643	9
152	2788	11
373	2863	1
375	5552	9
101	5685	14
155	9780	0
107	5265	1
103	4761	3
363	8732	3
12	621	7
12472	7973	2
173	8170	16
244	4171	16
102	4801	11
132	3312	19
14963	4814	4
14	7280	25
14337	3889	12
114	9627	25
1311	2011	9
138	6195	0
344	5220	6
112	5318	0
12	295	4
468	8828	21
123	4211	16
7	6506	1
2254	3024	1
10283	5798	13
15323	6472	5
110	7834	20
2524	5497	2
1993	5333	11
3543	974	0
351	8592	11
2106	5535	12
101	4211	1
544	6442	3
2540	2729	14
14	6283	21
7965	7742	16
633	8590	4
8899	3645	20
2101	6254	2
371	7378	1
1691	3139	8
130	9201	14
29265	8698	15
487	6828	1
6096	9279	5
393	3427	1
120	9927	0
560	8948	7
3486	3173	17
121	7766	1
376	8393	11
174	8394	1
126	8029	6
4612	5202	7
2623	704	11
234	8733	0
1746	5393	9
102	78	9
102	6566	20
14	6596	35
379	6299	23
2364	9862	6
142	1516	11
8	3059	9
107	4638	2
102	2047	6
881	6363	7
102	9110	18
12	5971	10
102	9817	3
112	4924	21
17275	8303	2
444	211	0
146	3179	7
273	6145	15
1396	7359	3
179	1917	5
2582	9730	7
12	3062	16
1207	8077	19
1102	1679	25
105	2634	21
213	2188	4
266	8546	6
105	6221	16
595	6282	17
743	47	4
354	9142	2
115	4333	18
101	7062	8
17495	4160	30
25404	8952	2
179	378	1
101	9751	1
2021	4259	22
3189	5470	7
5160	2344	7
108	2082	14
29702	6087	14
8132	1083	10
102	7647	14
154	4477	30
101	5821	9
1954	4115	10
14	5730	16
2676	3547	11
3682	2996	21
9626	6921	11
103	3703	3
28838	9006	23
128	6495	5
8092	2426	24
14	7050	12
14884	8403	3
157	1361	12
104	7974	1
537	3145	14
12	5861	1
12	7811	7
142	4186	1
2120	2027	6
29494	4820	8
101	6443	11
7004	9574	13
1479	4632	1
14	5148	14
107	2025	3
106	9321	16
1122	5321	9
155	4519	0
1400	2229	12
117	8544	10
254	6444	0
1118	308	6
1322	6252	8
102	6829	28
101	9256	20
142	279	7
240	3517	22
152	6521	1
3836	6877	10
16	7779	25
29234	6500	6
121	415	13
103	7522	14
102	3723	8
14	4406	23
120	9513	0
112	3014	0
14	2270	10
16887	458	13
101	2242	14
131	2869	16
101	229	3
16640	404	7
639	5050	2
103	2974	7
486	3887	12
1194	5164	10
17991	1082	0
23705	2505	7
557	5791	18
2748	8808	10
3371	9220	3
712	3167	0
151	782	8
338	4244	15
14	1994	30
27665	3339	8
3695	6923	23
4771	1892	2
109	9186	14
12	6550	11
20316	3952	2
8	4406	9
104	3011	8
14	6958	15
105	6186	14
102	7482	6
12	4529	6
3785	8828	24
14	5830	19
106	3890	5
155	5054	0
134	7512	13
139	3509	10
109	5516	31
261	8151	0
3066	2692	15
103	3355	21
135	9608	7
106	5459	6
6942	93	2
153	1679	27
3981	8331	9
8	6000	6
1716	981	25
101	6264	8
4445	5043	10
620	8373	12
6	6643	11
17898	3898	4
809	6582	6
106	4191	10
105	9006	21
104	174	6
103	3544	8
130	2589	9
103	6553	2
104	3335	17
12	8850	16
221	6835	9
16	3239	1
14	8788	10
112	8524	0
9	7477	17
1964	186	13
2229	5276	4
186	9685	3
174	8302	2
149	2087	10
245	3437	6
1412	4175	7
14	2964	9
102	1510	6
1913	8998	0
9	5585	1
140	1419	4
4460	340	3
2682	9094	13
114	4890	17
524	2272	12
141	9398	5
123	6394	15
140	9261	1
3559	2021	0
1579	8402	19
5411	6678	14
5903	4260	4
200	4505	7
479	5660	21
7113	8294	12
1623	3716	16
392	251	2
12	952	1
5781	360	32
102	2007	17
177	806	9
4880	5557	24
14	5506	18
1239	3507	4
164	4235	18
168	6481	17
120	59	0
19468	6358	8
123	414	6
126	3063	6
5859	2967	8
107	5574	17
102	7233	18
615	2662	0
8277	3510	10
21314	5454	3
111	9298	10
856	9317	11
1206	7089	32
410	6718	5
142	694	14
3684	7711	28
689	5026	1
12	6190	2
761	327	17
104	5724	13
14	5951	17
14	3799	12
153	3225	1
14	831	16
952	1585	28
106	3722	12
4614	3882	9
147	7636	8
469	4306	13
2516	3715	20
10627	5379	0
21942	9491	19
648	5415	9
179	4770	19
30392	628	25
14	5302	15
12	2601	7
4607	7583	13
1923	4233	13
103	8303	19
22763	3097	1
14	5237	18
14	2130	30
1948	5877	5
5191	605	17
158	7863	16
3063	1355	14
166	6240	11
515	4758	1
106	5655	7
10272	7160	4
367	6987	6
104	5992	16
149	2463	3
1372	9248	12
592	3500	4
8621	1631	16
6401	2691	1
14	7854	23
102	338	3
213	4428	14
187	6984	3
104	8780	2
111	7464	15
107	179	6
14	6944	13
104	939	12
1091	1427	30
24650	7725	9
573	8091	0
609	87	4
101	3992	11
949	1600	7
106	754	14
14783	586	4
130	1175	1
7555	9594	2
252	7274	2
28687	5954	18
3893	5541	14
361	1782	21
24491	4942	18
129	5724	16
105	9603	16
228	6423	8
114	6024	1
386	2288	5
302	3036	12
1561	6833	27
101	9044	4
228	3414	2
274	3581	11
104	7976	3
101	1853	16
1082	4841	18
327	4987	11
1366	8841	20
349	958	4
210	8794	0
1012	2141	13
110	4611	13
137	4727	3
20287	7110	23
2286	7129	7
649	5850	11
12	5802	8
121	309	12
12	1828	19
103	2441	5
107	2023	1
202	952	6
434	8835	14
102	4679	14
7731	8370	6
17305	4043	14
144	3947	10
1521	2413	2
14	2231	22
2532	4353	3
4225	3668	5
223	9062	10
2802	1405	36
22180	8883	22
166	8948	14
112	1607	0
18690	613	2
14	1750	20
107	1197	2
3041	4973	11
1248	2361	13
9247	6098	14
449	9615	2
104	5108	2
1132	2986	11
560	7994	7
101	4617	12
147	4122	1
101	1608	6
215	6784	4
120	546	0
124	3064	3
12	9483	8
328	1619	19
194	4640	6
865	1797	9
108	6294	10
6781	6749	27
3771	6793	21
10504	1690	1
112	7835	0
103	8703	13
883	8098	16
101	4341	4
146	5454	5
1592	4466	5
112	9051	2
398	6344	11
194	401	8
10910	8811	24
870	1696	15
938	9139	15
4179	7579	4
20792	5701	4
656	2795	13
813	6304	2
16386	5520	12
177	8164	13
2832	8246	16
3122	6328	5
106	6354	6
1357	9896	9
217	2133	8
20100	1221	1
9	1545	19
123	5619	8
272	9503	0
12616	8675	0
13	8502	5
1051	7006	3
120	2023	0
168	3843	10
280	7017	2
8549	3961	12
7	7272	15
123	6360	9
108	9694	15
13287	6509	18
511	4012	2
1021	2431	10
260	906	2
356	4304	29
108	7568	23
109	430	24
2282	4925	8
252	8104	6
136	6732	21
162	1693	5
14	6277	23
118	490	5
174	2928	15
109	9671	12
247	6474	6
101	7636	20
2654	4348	21
13421	753	7
7	7828	7
24609	9174	4
22080	1584	5
2849	1104	12
463	7757	2
771	5335	0
118	9536	12
270	7576	4
1466	9316	6
103	6106	6
14	551	9
105	7428	4
231	1628	35
12579	7367	0
109	9869	15
243	9852	2
1707	6668	0
3786	2427	22
122	3278	2
366	8463	12
129	5017	16
22288	550	4
8	6451	2
14	5860	21
1961	631	14
103	6897	7
19266	4154	19
14	7810	19
1291	2926	2
20298	3047	20
154	8659	5
264	7775	24
12	4562	11
14	7875	24
102	319	12
135	5643	1
1870	8859	18
16120	7478	13
542	1549	2
14	9394	21
552	130	15
25170	1907	15
3575	7780	0
2159	6242	8
103	1131	8
14	8703	18
14	4502	7
113	2305	13
101	9455	26
135	5367	9
217	6308	20
14	7231	16
105	2875	16
1217	8577	6
6882	5414	0
2931	6152	6
5003	6816	15
115	8794	9
8257	6219	4
489	7237	8
105	2845	5
12	2784	11
134	8616	1
19220	173	8
202	6036	3
25149	9060	24
692	5425	6
743	7067	1
1193	5362	7
103	6376	7
103	9512	5
377	7365	12
30271	4729	6
104	1646	12
2094	5121	14
14	9962	30
12	1461	20
1573	8663	9
129	9753	1
4634	5376	14
160	1235	11
7326	3031	20
117	4884	12
103	7960	3
14	643	10
17478	5052	25
101	671	14
5646	2542	14
30315	9055	6
1451	2040	33
805	85	14
266	9292	12
107	59	1
6107	7166	0
19623	9084	21
139	8948	8
14	7718	16
144	2164	23
8	3542	11
303	8488	1
20144	2007	22
154	2231	5
101	7929	9
2396	1543	2
17707	8100	10
13256	7764	24
26436	4348	10
1010	154	16
348	5756	2
107	3611	8
125	1055	10
761	4797	5
1358	2644	6
325	5999	15
109	3105	26
702	441	16
120	7381	0
14	8364	17
116	6617	3
27604	5457	9
1969	5597	12
1812	9406	19
393	3328	12
106	7950	6
233	8667	38
873	1425	6
103	9952	16
8990	6958	3
5606	750	6
105	5169	1
101	4645	8
7	9281	9
15726	7644	4
2969	7425	5
112	6471	0
7016	7862	22
14	8784	25
115	2067	20
794	4686	30
642	3211	7
11843	3443	14
355	2311	7
139	4970	29
110	8424	13
107	1819	10
129	7226	21
287	7556	23
9453	6762	7
1806	3686	5
971	6811	17
167	6307	22
492	8437	11
942	5794	5
841	4792	7
125	8659	7
11447	9434	22
20578	8517	4
1054	1822	14
622	8915	26
228	9878	2
12	661	31
105	3712	13
3282	8558	12
116	9599	5
110	1090	4
115	8136	18
196	1903	0
4879	9114	2
918	6104	11
561	2782	7
7596	2464	21
210	2458	0
110	1027	15
247	482	10
1883	4637	0
189	131	15
102	4167	13
173	3298	13
357	2654	7
124	5017	3
128	2209	1
165	5362	8
101	9892	3
9935	7242	1
152	2718	5
116	1573	8
271	8008	8
4354	8526	10
101	526	10
20364	9991	27
105	1050	3
640	4918	22
13424	2359	28
103	3780	1
128	4490	1
21729	966	13
1954	8961	8
104	3474	6
111	2809	24
2372	5014	8
1153	2560	22
18325	5720	7
197	2294	11
101	2464	25
105	2744	28
1264	596	0
17186	4047	25
6848	7216	21
1202	1486	6
158	894	31
104	6359	32
129	4825	1
129	1688	11
2982	1704	12
118	4781	17
8	7612	2
120	7092	0
12	6325	23
243	1625	11
14	6117	15
22104	2281	14
8374	3874	12
105	2053	31
359	501	19
30511	9069	2
454	5311	11
971	6418	15
103	2812	16
110	4872	6
7	9235	16
131	4545	4
674	2459	9
273	8103	1
154	464	25
129	6066	19
154	3128	5
123	291	6
651	2903	8
111	7329	18
110	5792	9
106	861	6
774	7997	0
2563	3171	27
155	8721	1
275	7422	15
244	6971	14
27094	8285	12
105	134	17
4793	939	3
166	2086	6
14	5628	15
107	1545	2
27658	1291	10
101	9546	3
129	1153	11
101	4269	12
108	856	1
131	2803	4
102	2024	7
8107	4259	18
21	3877	8
101	1260	6
5080	6290	8
17928	6373	8
101	7623	6
25447	608	25
106	9546	12
14	3287	15
6323	1314	9
6821	4869	27
30213	6276	5
9	3583	8
863	3250	8
3110	8353	19
29420	8883	5
21484	5630	9
221	4022	1
4307	9090	33
102	3268	2
28857	9772	7
9413	3139	11
117	469	34
7009	8208	28
2641	501	30
154	8514	1
6544	4177	9
10052	5257	6
14	3997	12
25348	2143	30
111	2453	14
105	1279	11
101	747	2
167	8265	13
9	1828	13
6657	1537	2
123	7695	2
101	6525	1
126	8640	6
14	2157	8
101	1307	6
17	9417	6
4298	448	26
124	1473	9
7186	9502	6
16404	9646	6
120	6234	0
207	7080	18
113	7568	8
116	8212	23
107	6938	19
108	5027	12
1761	3257	10
139	2557	4
106	9405	12
5603	4853	4
251	1136	7
150	1181	1
190	3173	0
245	9504	11
842	8102	1
1	3508	8
13581	4050	0
282	4120	8
1612	9887	24
121	5976	1
14	1968	16
1578	1938	9
1134	9781	20
14410	8447	6
6712	1947	1
481	8959	7
108	1495	2
142	8851	7
15410	4610	3
12213	3397	19
